jockey_name,jockey_id,category,rides_total,rides_jra,rides_nar,nige_rate,senko_rate,mae_iki_rate,chudan_rate,koho_rate,avg_pos1c_rel,ds_rides,ds_nige_rate,ds_senko_rate,ds_mae_iki_rate,ns_rides,ns_koho_rate,wins,win_rate,recent_rides,recent_nige_rate,recent_mae_iki_rate
▲山田義貴,05654,NAR,302,0,302,7.95,19.87,27.81,38.08,40.4,0.5545,0,0.0,0.0,0.0,0,0.0,33,10.93,0,0.0,0.0
△松本,01191,JRA,301,301,0,11.96,17.61,29.57,25.91,38.87,0.4772,0,0.0,0.0,0.0,0,0.0,15,4.98,0,0.0,0.0
☆長谷川蓮,a05e0,NAR,301,0,301,8.64,23.92,32.56,33.89,36.21,0.4985,177,1.13,12.99,14.12,113,7.08,43,14.29,301,8.64,32.56
伊藤,01119,JRA,301,301,0,7.31,14.95,22.26,28.9,42.52,0.5228,110,1.82,9.09,10.91,40,0.0,9,2.99,50,4.0,30.0
▲松本一心,a0512,NAR,300,0,300,8.33,19.33,27.67,23.67,58.0,0.6444,236,4.24,13.14,17.37,46,4.35,17,5.67,0,0.0,0.0
△菅原涼太,05612,NAR,300,0,300,16.33,18.0,34.33,34.33,30.67,0.4589,0,0.0,0.0,0.0,0,0.0,19,6.33,0,0.0,0.0
☆岡遼太郎,05610,NAR,300,0,300,15.33,26.0,41.33,22.67,39.67,0.5079,0,0.0,0.0,0.0,0,0.0,30,10.0,0,0.0,0.0
戸部尚実,00839,NAR,300,0,300,9.33,17.33,26.67,27.67,47.0,0.5641,0,0.0,0.0,0.0,0,0.0,21,7.0,0,0.0,0.0
西川敏弘,a0041,NAR,300,0,300,10.0,25.0,35.0,34.33,36.67,0.5076,0,0.0,0.0,0.0,0,0.0,42,14.0,0,0.0,0.0
▲米玉利燕,a05de,NAR,299,0,299,9.36,25.42,34.78,35.12,34.45,0.5052,209,2.87,13.4,16.27,90,3.33,28,9.36,299,9.36,34.78
△角田河,01199,JRA,298,298,0,10.07,19.46,29.53,30.87,36.24,0.4918,0,0.0,0.0,0.0,0,0.0,18,6.04,0,0.0,0.0
△小林凌,01177,JRA,297,297,0,10.44,9.76,20.2,31.99,43.43,0.5353,34,0.0,5.88,5.88,10,10.0,6,2.02,0,0.0,0.0
☆中原蓮,B0076,NAR,296,0,296,11.15,19.26,30.41,33.78,43.24,0.5542,0,0.0,0.0,0.0,0,0.0,35,11.82,203,8.87,24.14
☆亀田,01176,JRA,296,296,0,11.49,10.47,21.96,35.81,36.49,0.486,0,0.0,0.0,0.0,0,0.0,10,3.38,0,0.0,0.0
▲加茂飛翔,a04aa,NAR,295,0,295,12.54,17.97,30.51,32.54,41.36,0.5535,0,0.0,0.0,0.0,0,0.0,20,6.78,0,0.0,0.0
松本,01191,JRA,293,293,0,12.29,17.06,29.35,31.74,34.13,0.4676,116,0.0,5.17,5.17,49,2.04,12,4.1,121,14.05,33.88
▲及川烈,a04d1,NAR,290,0,290,3.79,14.48,18.28,28.28,58.28,0.6557,0,0.0,0.0,0.0,0,0.0,18,6.21,0,0.0,0.0
△岡遼太郎,05610,NAR,288,0,288,15.28,24.65,39.93,30.21,33.68,0.4818,0,0.0,0.0,0.0,0,0.0,20,6.94,0,0.0,0.0
松崎正泰,a0227,NAR,288,0,288,2.43,5.21,7.64,17.71,73.96,0.7366,143,1.4,0.7,2.1,13,0.0,9,3.12,47,2.13,4.26
▲上里,01217,JRA,287,287,0,6.62,11.15,17.77,37.28,37.28,0.5031,221,1.36,2.71,4.07,57,1.75,11,3.83,253,5.53,15.42
▲大久保,01194,JRA,285,285,0,10.53,18.6,29.12,28.07,37.19,0.4823,43,2.33,6.98,9.3,9,0.0,4,1.4,50,8.0,18.0
▲高杉,01213,JRA,279,279,0,13.62,24.01,37.63,37.63,20.43,0.3947,201,4.48,14.43,18.91,74,1.35,29,10.39,0,0.0,0.0
△吉村,01216,JRA,278,278,0,11.87,25.9,37.77,34.17,21.22,0.3954,180,1.11,12.22,13.33,96,0.0,19,6.83,0,0.0,0.0
☆金山昇馬,05601,NAR,278,0,278,13.31,20.14,33.45,22.66,47.48,0.5568,0,0.0,0.0,0.0,0,0.0,26,9.35,0,0.0,0.0
森一,01139,JRA,278,278,0,12.23,38.13,50.36,30.58,18.35,0.3752,96,6.25,31.25,37.5,58,1.72,39,14.03,60,8.33,48.33
△原,01184,JRA,277,277,0,6.14,14.8,20.94,23.1,50.9,0.5569,0,0.0,0.0,0.0,0,0.0,14,5.05,0,0.0,0.0
△山田,01173,JRA,277,277,0,2.53,7.22,9.75,31.05,55.96,0.6062,0,0.0,0.0,0.0,0,0.0,5,1.81,0,0.0,0.0
△阿部基嗣,a0515,NAR,275,0,275,12.73,17.82,30.55,26.91,46.18,0.56,224,4.46,14.29,18.75,46,2.17,8,2.91,275,12.73,30.55
▲長谷川蓮,a05e0,NAR,273,0,273,9.52,19.05,28.57,31.5,42.86,0.5418,184,0.54,10.87,11.41,88,13.64,31,11.36,260,8.85,28.46
▲森田,01222,JRA,271,271,0,12.92,18.08,31.0,32.47,32.1,0.4587,200,1.0,11.5,12.5,68,1.47,8,2.95,251,13.94,30.68
☆中村太陽,B0077,NAR,271,0,271,13.28,25.46,38.75,33.95,36.9,0.507,0,0.0,0.0,0.0,0,0.0,40,14.76,0,0.0,0.0
本田紀忠,a022f,NAR,271,0,271,2.21,2.95,5.17,16.61,78.23,0.7869,179,0.56,3.35,3.91,7,0.0,4,1.48,79,1.27,5.06
田中勝,00684,JRA,271,271,0,8.49,6.27,14.76,28.78,51.66,0.5728,0,0.0,0.0,0.0,0,0.0,11,4.06,0,0.0,0.0
◇今村,01193,JRA,270,270,0,11.85,21.11,32.96,31.11,30.37,0.443,174,1.15,8.05,9.2,84,2.38,18,6.67,270,11.85,32.96
▲所蛍,a050f,NAR,269,0,269,6.32,21.19,27.51,36.06,39.03,0.5342,220,0.0,14.55,14.55,49,0.0,20,7.43,0,0.0,0.0
▲菅原涼太,05612,NAR,269,0,269,16.73,21.56,38.29,24.91,34.2,0.4458,0,0.0,0.0,0.0,0,0.0,15,5.58,0,0.0,0.0
△今井千尋,B0068,NAR,269,0,269,24.54,32.71,57.25,30.86,17.47,0.3685,0,0.0,0.0,0.0,0,0.0,44,16.36,0,0.0,0.0
△小谷哲平,a05dd,NAR,265,0,265,9.06,15.09,24.15,35.47,42.64,0.5698,201,1.0,6.47,7.46,64,3.12,21,7.92,265,9.06,24.15
宮崎,01118,JRA,259,259,0,6.95,18.15,25.1,29.73,40.54,0.5092,54,1.85,9.26,11.11,21,0.0,9,3.47,12,8.33,41.67
☆山田義貴,05654,NAR,257,0,257,8.95,22.18,31.13,35.02,35.8,0.5049,0,0.0,0.0,0.0,0,0.0,30,11.67,0,0.0,0.0
△新原周馬,05647,NAR,256,0,256,9.77,19.14,28.91,30.86,39.84,0.5163,0,0.0,0.0,0.0,0,0.0,19,7.42,0,0.0,0.0
藤原良一,05164,NAR,256,0,256,6.64,19.92,26.56,38.67,36.72,0.522,0,0.0,0.0,0.0,0,0.0,9,3.52,0,0.0,0.0
小林脩,01183,JRA,255,255,0,3.14,10.59,13.73,35.29,41.57,0.5313,194,0.52,8.76,9.28,21,14.29,5,1.96,181,2.21,10.5
△松本一心,a0512,NAR,254,0,254,9.06,18.11,27.17,29.13,50.79,0.6107,211,6.64,11.37,18.01,43,2.33,19,7.48,110,10.91,28.18
モレイ,05509,JRA,254,254,0,6.69,27.95,34.65,42.52,13.39,0.365,152,1.97,16.45,18.42,86,2.33,70,27.56,80,7.5,42.5
△鷹見陸,a04d4,NAR,253,0,253,10.28,18.97,29.25,30.04,42.69,0.5243,189,1.06,8.47,9.52,64,0.0,19,7.51,0,0.0,0.0
☆木本直,05589,NAR,253,0,253,1.98,21.74,23.72,20.16,58.5,0.6443,0,0.0,0.0,0.0,0,0.0,9,3.56,0,0.0,0.0
宮平鷹志,a01ec,NAR,253,0,253,0.79,3.16,3.95,9.49,87.75,0.8375,126,0.0,1.59,1.59,8,12.5,3,1.19,0,0.0,0.0
山本屋太,05672,NAR,252,0,252,7.14,17.86,25.0,28.97,47.22,0.5869,179,2.23,10.06,12.29,41,4.88,16,6.35,239,6.69,24.69
☆高橋愛叶,05671,NAR,249,0,249,14.86,16.87,31.73,29.32,42.17,0.5313,194,4.12,12.89,17.01,54,0.0,17,6.83,249,14.86,31.73
▲千野稜真,05668,NAR,248,0,248,18.55,18.55,37.1,35.08,29.03,0.4653,181,4.97,14.92,19.89,65,1.54,20,8.06,0,0.0,0.0
的場,01108,JRA,248,248,0,10.08,8.87,18.95,23.79,53.23,0.5993,103,0.97,5.83,6.8,13,0.0,3,1.21,52,1.92,17.31
Ｒ．クア,a03a8,NAR,248,0,248,7.66,19.35,27.02,35.89,35.48,0.5044,167,1.2,5.99,7.19,81,3.7,38,15.32,143,8.39,28.67
△阿岸潤一,05653,NAR,247,0,247,6.07,17.0,23.08,20.65,59.11,0.6321,195,0.51,8.72,9.23,52,13.46,18,7.29,0,0.0,0.0
永島,01187,JRA,247,247,0,14.17,12.55,26.72,31.58,36.84,0.4962,151,1.99,2.65,4.64,56,1.79,5,2.02,60,16.67,38.33
△長尾翼玖,a048a,NAR,246,0,246,12.6,19.92,32.52,27.24,42.68,0.5423,0,0.0,0.0,0.0,0,0.0,19,7.72,0,0.0,0.0
▲井口裕貴,a05fc,NAR,242,0,242,16.94,20.25,37.19,26.45,42.56,0.5359,182,7.14,14.29,21.43,59,5.08,11,4.55,242,16.94,37.19
田村直也,a0326,NAR,242,0,242,6.61,8.26,14.88,23.97,63.64,0.7042,0,0.0,0.0,0.0,0,0.0,1,0.41,0,0.0,0.0
難波,01066,JRA,242,242,0,9.09,17.36,26.45,35.54,39.67,0.5193,93,6.45,23.66,30.11,24,8.33,25,10.33,72,9.72,33.33
柴山,05243,JRA,240,240,0,11.25,16.25,27.5,27.5,42.5,0.5162,0,0.0,0.0,0.0,0,0.0,8,3.33,0,0.0,0.0
Ａルメ,05659,JRA,240,240,0,8.75,20.0,28.75,42.92,23.75,0.4362,167,1.2,10.78,11.98,71,1.41,20,8.33,0,0.0,0.0
シュタ,05115,JRA,239,239,0,4.6,26.36,30.96,42.26,19.67,0.3988,166,1.2,13.86,15.06,71,0.0,17,7.11,91,5.49,27.47
☆篠谷葵,05605,NAR,236,0,236,7.2,9.75,16.95,27.12,55.08,0.6072,0,0.0,0.0,0.0,0,0.0,17,7.2,0,0.0,0.0
黒岩,01072,JRA,236,236,0,9.75,15.25,25.0,27.12,49.15,0.5828,125,4.0,16.0,20.0,25,4.0,18,7.63,72,13.89,27.78
☆野畑凌,05630,NAR,234,0,234,16.24,17.52,33.76,24.36,41.03,0.4975,0,0.0,0.0,0.0,0,0.0,25,10.68,0,0.0,0.0
▲小林美,01206,JRA,233,233,0,18.88,20.6,39.48,25.32,29.18,0.4186,125,2.4,7.2,9.6,100,8.0,20,8.58,233,18.88,39.48
▲後藤蒼二,a04d3,NAR,231,0,231,4.33,9.96,14.29,23.38,59.31,0.6269,0,0.0,0.0,0.0,0,0.0,4,1.73,0,0.0,0.0
△中山遥人,a05d8,NAR,231,0,231,15.15,18.18,33.33,35.93,30.3,0.4544,167,1.8,10.18,11.98,63,3.17,20,8.66,231,15.15,33.33
△林悠翔,a05e1,NAR,229,0,229,5.68,13.97,19.65,30.13,50.66,0.6149,183,2.19,6.56,8.74,41,9.76,15,6.55,229,5.68,19.65
中村,01101,JRA,228,228,0,16.67,26.32,42.98,32.02,27.19,0.4307,87,2.3,24.14,26.44,36,2.78,8,3.51,35,14.29,40.0
▲佐々木世,05616,NAR,226,0,226,19.03,28.32,47.35,30.97,24.34,0.4277,0,0.0,0.0,0.0,0,0.0,14,6.19,0,0.0,0.0
▲小林脩,01183,JRA,224,224,0,9.82,20.09,29.91,33.04,33.48,0.4651,0,0.0,0.0,0.0,0,0.0,9,4.02,0,0.0,0.0
☆阿部優哉,B0114,NAR,224,0,224,15.62,26.34,41.96,37.5,28.12,0.4578,0,0.0,0.0,0.0,0,0.0,38,16.96,224,15.62,41.96
小牧加,01196,JRA,224,224,0,17.86,30.8,48.66,29.02,24.55,0.4162,121,9.09,25.62,34.71,79,1.27,33,14.73,86,17.44,44.19
石神深,01059,JRA,221,221,0,19.91,24.43,44.34,23.53,34.39,0.4744,126,9.52,20.63,30.16,72,5.56,19,8.6,93,18.28,38.71
Ｈドイ,05625,JRA,219,219,0,7.31,18.26,25.57,38.81,29.22,0.4631,76,0.0,5.26,5.26,35,5.71,8,3.65,0,0.0,0.0
△明星晴大,a0571,NAR,209,0,209,6.22,19.62,25.84,32.54,50.24,0.6184,162,3.7,9.26,12.96,46,10.87,18,8.61,28,3.57,28.57
☆竹ケ原茉耶,B0052,NAR,208,0,208,3.85,9.13,12.98,24.52,64.9,0.6798,0,0.0,0.0,0.0,0,0.0,15,7.21,6,0.0,0.0
左海誠二,05199,NAR,205,0,205,25.37,24.88,50.24,24.88,26.83,0.4117,0,0.0,0.0,0.0,0,0.0,30,14.63,0,0.0,0.0
柿本量平,a0298,NAR,205,0,205,1.46,8.29,9.76,18.54,75.12,0.7563,167,1.2,5.99,7.19,7,0.0,2,0.98,25,0.0,12.0
寺島憂人,a02c3,NAR,204,0,204,6.86,13.24,20.1,24.02,56.86,0.6176,0,0.0,0.0,0.0,0,0.0,6,2.94,0,0.0,0.0
△加茂飛翔,a04aa,NAR,200,0,200,12.0,9.5,21.5,25.5,55.0,0.6251,0,0.0,0.0,0.0,0,0.0,19,9.5,0,0.0,0.0
△角田和,01186,JRA,193,193,0,11.92,22.8,34.72,36.27,24.87,0.4158,0,0.0,0.0,0.0,0,0.0,19,9.84,0,0.0,0.0
△中山蓮王,05656,NAR,192,0,192,4.69,18.75,23.44,29.17,47.92,0.5668,0,0.0,0.0,0.0,0,0.0,10,5.21,0,0.0,0.0
△野畑凌,a04d8,NAR,192,0,192,14.58,16.67,31.25,36.46,31.25,0.4739,0,0.0,0.0,0.0,0,0.0,19,9.9,0,0.0,0.0
★大江比,01210,JRA,192,192,0,7.29,16.15,23.44,34.38,36.98,0.5101,150,0.0,10.67,10.67,32,0.0,4,2.08,0,0.0,0.0
菅原隆,01129,JRA,191,191,0,4.71,10.99,15.71,30.37,52.36,0.6096,99,0.0,9.09,9.09,14,7.14,2,1.05,59,3.39,18.64
△山田義貴,05654,NAR,190,0,190,7.37,18.95,26.32,30.53,47.89,0.5762,0,0.0,0.0,0.0,0,0.0,20,10.53,0,0.0,0.0
大木天翔,05593,NAR,190,0,190,14.21,17.89,32.11,27.37,39.47,0.5255,125,0.0,6.4,6.4,57,0.0,16,8.42,0,0.0,0.0
大江圭,01120,JRA,188,188,0,15.96,36.7,52.66,21.81,29.79,0.4271,116,6.03,27.59,33.62,63,3.17,14,7.45,87,19.54,56.32
寺地誠一,a007f,NAR,187,0,187,12.3,13.9,26.2,26.2,48.66,0.5821,0,0.0,0.0,0.0,0,0.0,6,3.21,0,0.0,0.0
森裕,01165,JRA,186,186,0,3.76,6.45,10.22,32.8,53.23,0.619,25,4.0,4.0,8.0,1,0.0,3,1.61,0,0.0,0.0
△近藤翔月,a05df,NAR,185,0,185,10.27,18.92,29.19,28.11,48.11,0.572,147,1.36,14.29,15.65,38,7.89,18,9.73,185,10.27,29.19
▲岡遼太郎,05610,NAR,184,0,184,10.33,26.63,36.96,27.72,37.5,0.497,0,0.0,0.0,0.0,0,0.0,14,7.61,0,0.0,0.0
△宮内勇樹,a050d,NAR,184,0,184,14.67,17.39,32.07,28.8,42.93,0.5405,127,0.79,7.09,7.87,56,1.79,19,10.33,0,0.0,0.0
△浅野皓大,a03ff,NAR,184,0,184,7.61,9.24,16.85,34.78,50.54,0.6199,0,0.0,0.0,0.0,0,0.0,17,9.24,0,0.0,0.0
△長谷川蓮,a05e0,NAR,181,0,181,6.63,17.13,23.76,38.67,41.44,0.5572,127,0.79,9.45,10.24,54,3.7,20,11.05,181,6.63,23.76
角田河,01199,JRA,179,179,0,7.82,21.23,29.05,35.75,35.2,0.4721,65,1.54,12.31,13.85,24,0.0,13,7.26,0,0.0,0.0
鷹見陸,a04d4,JRA+NAR,179,2,177,7.26,16.76,24.02,34.08,41.9,0.5414,112,0.89,8.04,8.93,36,8.33,9,5.03,159,6.29,23.27
高田,01046,JRA,177,177,0,12.99,28.81,41.81,31.64,28.25,0.4492,80,5.0,22.5,27.5,50,0.0,38,21.47,63,12.7,49.21
▲小林凌,01177,JRA,176,176,0,8.52,15.34,23.86,29.55,45.45,0.546,1,0.0,0.0,0.0,0,0.0,7,3.98,1,0.0,0.0
土方颯太,a0576,NAR,172,0,172,6.98,16.28,23.26,29.65,48.26,0.5805,110,1.82,6.36,8.18,38,2.63,10,5.81,162,6.79,23.46
△西塚,01200,JRA,171,171,0,10.53,30.41,40.94,33.33,19.88,0.3735,118,0.85,19.49,20.34,52,0.0,17,9.94,0,0.0,0.0
△高橋愛叶,05671,NAR,171,0,171,14.62,27.49,42.11,23.39,37.43,0.4911,116,6.03,12.93,18.97,55,5.45,19,11.11,171,14.62,42.11
▲小野俊斗,a05da,NAR,169,0,169,0.59,5.33,5.92,17.16,75.74,0.7438,158,0.0,1.9,1.9,11,0.0,6,3.55,169,0.59,5.92
▲永島,01187,JRA,168,168,0,13.69,18.45,32.14,32.14,32.14,0.4693,109,0.92,9.17,10.09,46,4.35,11,6.55,0,0.0,0.0
田中洸多,a041e,NAR,167,0,167,2.4,10.18,12.57,18.56,68.86,0.7072,140,0.71,2.86,3.57,15,0.0,1,0.6,155,1.29,12.26
☆佐々木,01197,JRA,166,166,0,12.65,27.71,40.36,33.13,15.06,0.3511,97,1.03,16.49,17.53,65,0.0,20,12.05,0,0.0,0.0
△新庄海誠,05670,NAR,164,0,164,4.88,15.24,20.12,37.8,43.9,0.5716,131,2.29,8.4,10.69,33,3.03,20,12.2,0,0.0,0.0
▲渡辺準己,a05aa,NAR,163,0,163,7.98,15.95,23.93,31.29,47.85,0.5728,126,1.59,7.94,9.52,35,0.0,16,9.82,163,7.98,23.93
▲田口,01208,JRA,161,161,0,11.18,14.91,26.09,34.16,37.27,0.4896,0,0.0,0.0,0.0,0,0.0,7,4.35,0,0.0,0.0
▲椿聡太,a05d9,NAR,158,0,158,4.43,8.86,13.29,20.25,66.46,0.6949,137,1.46,3.65,5.11,18,0.0,6,3.8,158,4.43,13.29
和田翼,01146,JRA+NAR,155,154,1,3.87,9.03,12.9,33.55,49.68,0.5989,60,1.67,6.67,8.33,3,0.0,1,0.65,6,0.0,0.0
△土方颯太,05667,NAR,154,0,154,10.39,16.23,26.62,33.12,42.21,0.5326,109,0.92,9.17,10.09,45,4.44,19,12.34,0,0.0,0.0
▲大木天翔,05593,NAR,153,0,153,15.03,9.15,24.18,18.3,54.9,0.6101,34,0.0,2.94,2.94,13,0.0,10,6.54,0,0.0,0.0
今村,01193,JRA,153,153,0,5.88,15.69,21.57,27.45,49.67,0.5896,30,0.0,16.67,16.67,7,0.0,4,2.61,29,3.45,27.59
★濱尚美,05617,NAR,151,0,151,18.54,19.87,38.41,21.85,43.71,0.5437,0,0.0,0.0,0.0,0,0.0,7,4.64,0,0.0,0.0
川島,01062,JRA,151,151,0,3.31,8.61,11.92,28.48,59.6,0.6527,27,0.0,7.41,7.41,4,25.0,8,5.3,0,0.0,0.0
△望月洵輝,a0572,NAR,146,0,146,10.27,22.6,32.88,30.14,39.04,0.5075,97,4.12,11.34,15.46,48,6.25,16,10.96,0,0.0,0.0
△及川烈,05629,NAR,145,0,145,8.97,13.79,22.76,33.79,44.83,0.5749,110,2.73,6.36,9.09,35,2.86,8,5.52,0,0.0,0.0
△高杉,01213,JRA,143,143,0,9.79,27.97,37.76,34.97,23.08,0.3886,94,1.06,11.7,12.77,48,0.0,20,13.99,0,0.0,0.0
石神,01059,JRA,141,141,0,8.51,21.99,30.5,30.5,39.01,0.5105,9,0.0,0.0,0.0,8,0.0,21,14.89,0,0.0,0.0
ディー,05674,JRA,138,138,0,11.59,25.36,36.96,36.23,20.29,0.3819,88,1.14,13.64,14.77,40,0.0,5,3.62,138,11.59,36.96
▲木澤奨,05652,NAR,137,0,137,5.11,15.33,20.44,32.85,47.45,0.5719,112,0.89,8.04,8.93,25,0.0,3,2.19,50,6.0,24.0
江田勇,01023,JRA,137,137,0,8.76,23.36,32.12,32.12,35.04,0.4894,60,10.0,23.33,33.33,15,6.67,8,5.84,30,6.67,30.0
△長江慶悟,05635,NAR,136,0,136,5.15,11.03,16.18,33.09,56.62,0.6455,0,0.0,0.0,0.0,0,0.0,7,5.15,0,0.0,0.0
△小林勝,01205,JRA,135,135,0,8.89,24.44,33.33,34.07,29.63,0.4405,90,0.0,10.0,10.0,43,2.33,4,2.96,0,0.0,0.0
オシェ,05663,JRA,134,134,0,6.72,21.64,28.36,34.33,32.09,0.479,95,0.0,8.42,8.42,39,0.0,6,4.48,0,0.0,0.0
△塚本征吾,a0487,NAR,133,0,133,5.26,17.29,22.56,21.8,59.4,0.6556,0,0.0,0.0,0.0,0,0.0,8,6.02,0,0.0,0.0
△鷲頭,01202,JRA,133,133,0,13.53,15.79,29.32,30.83,34.59,0.4617,90,5.56,7.78,13.33,38,2.63,2,1.5,133,13.53,29.32
イーガ,05620,JRA,130,130,0,13.85,34.62,48.46,33.08,13.85,0.3425,0,0.0,0.0,0.0,0,0.0,19,14.62,0,0.0,0.0
▲松本,01191,JRA,125,125,0,11.2,15.2,26.4,36.0,30.4,0.4514,0,0.0,0.0,0.0,0,0.0,12,9.6,0,0.0,0.0
△細川智史,05602,NAR,122,0,122,5.74,15.57,21.31,38.52,45.08,0.583,0,0.0,0.0,0.0,0,0.0,10,8.2,0,0.0,0.0
兒島真二,00418,NAR,122,0,122,9.02,22.13,31.15,24.59,46.72,0.585,0,0.0,0.0,0.0,0,0.0,4,3.28,0,0.0,0.0
プーシ,05678,JRA,121,121,0,8.26,23.97,32.23,33.88,27.27,0.4112,87,1.15,16.09,17.24,33,0.0,16,13.22,121,8.26,32.23
ムーア,05366,JRA,119,119,0,11.76,23.53,35.29,36.13,21.85,0.3991,41,4.88,4.88,9.76,30,0.0,22,18.49,0,0.0,0.0
△柴田裕,01212,JRA,118,118,0,7.63,17.8,25.42,20.34,46.61,0.5292,86,0.0,9.3,9.3,31,0.0,3,2.54,118,7.63,25.42
☆林康文,B0066,NAR,118,0,118,5.93,16.95,22.88,32.2,49.15,0.5893,0,0.0,0.0,0.0,0,0.0,5,4.24,0,0.0,0.0
▲服部,01172,JRA,116,116,0,2.59,10.34,12.93,34.48,47.41,0.5667,0,0.0,0.0,0.0,0,0.0,2,1.72,0,0.0,0.0
小坂,01063,JRA,116,116,0,23.28,32.76,56.03,20.69,25.0,0.3802,31,9.68,19.35,29.03,34,2.94,12,10.34,28,46.43,64.29
ハマー,05676,JRA,115,115,0,8.7,17.39,26.09,37.39,33.91,0.4925,87,0.0,10.34,10.34,27,0.0,11,9.57,115,8.7,26.09
大江原,01120,JRA,114,114,0,14.91,21.05,35.96,28.07,38.6,0.496,11,9.09,27.27,36.36,5,20.0,6,5.26,0,0.0,0.0
蓑島,01068,JRA,113,113,0,2.65,11.5,14.16,34.51,51.33,0.5971,7,0.0,14.29,14.29,0,0.0,4,3.54,0,0.0,0.0
岡田,05429,JRA,111,111,0,4.5,2.7,7.21,30.63,58.56,0.6364,38,0.0,0.0,0.0,3,0.0,1,0.9,18,5.56,5.56
井上,01151,JRA,109,109,0,11.01,11.01,22.02,22.94,49.54,0.5726,53,5.66,15.09,20.75,10,0.0,2,1.83,22,13.64,13.64
バシュ,05621,JRA,108,108,0,7.41,27.78,35.19,32.41,22.22,0.3964,0,0.0,0.0,0.0,0,0.0,11,10.19,0,0.0,0.0
▲長尾翼玖,a048a,NAR,106,0,106,11.32,19.81,31.13,35.85,34.91,0.5121,0,0.0,0.0,0.0,0,0.0,5,4.72,0,0.0,0.0
△室陽一朗,05651,NAR,106,0,106,5.66,12.26,17.92,26.42,55.66,0.6302,76,2.63,7.89,10.53,15,13.33,4,3.77,0,0.0,0.0
☆小野木隆幸,B0069,NAR,106,0,106,0.94,4.72,5.66,28.3,68.87,0.727,0,0.0,0.0,0.0,0,0.0,5,4.72,0,0.0,0.0
山崎良,a0294,NAR,105,0,105,3.81,7.62,11.43,23.81,63.81,0.6584,0,0.0,0.0,0.0,0,0.0,3,2.86,0,0.0,0.0
中山遥人,a05d8,NAR,104,0,104,14.42,21.15,35.58,29.81,31.73,0.4565,21,0.0,4.76,4.76,12,8.33,12,11.54,104,14.42,35.58
☆吉田理人,B0116,NAR,101,0,101,8.91,23.76,32.67,40.59,33.66,0.5119,0,0.0,0.0,0.0,0,0.0,10,9.9,101,8.91,32.67
▲佐藤翔馬,01207,NAR,100,0,100,5.0,24.0,29.0,33.0,38.0,0.5127,63,1.59,9.52,11.11,25,0.0,6,6.0,35,2.86,25.71
西谷誠,01005,JRA,100,100,0,23.0,18.0,41.0,22.0,39.0,0.4842,27,14.81,7.41,22.22,17,0.0,8,8.0,22,36.36,45.45
西村太,01131,JRA,99,99,0,7.07,15.15,22.22,30.3,41.41,0.5019,39,0.0,5.13,5.13,14,0.0,2,2.02,24,8.33,20.83
▲坂口,01211,JRA,97,97,0,17.53,23.71,41.24,27.84,29.9,0.4423,62,4.84,24.19,29.03,30,16.67,8,8.25,55,18.18,34.55
金子,01052,JRA,96,96,0,4.17,9.38,13.54,30.21,57.29,0.6334,49,6.12,8.16,14.29,11,18.18,5,5.21,29,3.45,13.79
▲角田,01186,JRA,94,94,0,7.45,13.83,21.28,39.36,32.98,0.4738,0,0.0,0.0,0.0,0,0.0,3,3.19,0,0.0,0.0
小笠原羚,a05dc,NAR,94,0,94,12.77,4.26,17.02,34.04,48.94,0.5749,37,0.0,5.41,5.41,8,25.0,5,5.32,94,12.77,17.02
丹内祐次,01091,NAR,93,0,93,7.53,24.73,32.26,38.71,30.11,0.4829,47,0.0,10.64,10.64,24,0.0,12,12.9,29,6.9,37.93
藤田菜,01164,JRA,93,93,0,18.28,19.35,37.63,29.03,31.18,0.4409,17,0.0,0.0,0.0,11,0.0,1,1.08,0,0.0,0.0
佐野遥久,a0570,NAR,92,0,92,10.87,19.57,30.43,34.78,34.78,0.4944,44,2.27,15.91,18.18,12,0.0,6,6.52,78,12.82,35.9
大庭,01061,JRA,92,92,0,5.43,21.74,27.17,28.26,43.48,0.5386,8,12.5,12.5,25.0,3,0.0,2,2.17,0,0.0,0.0
新庄海誠,05670,NAR,92,0,92,7.61,14.13,21.74,39.13,40.22,0.5686,48,0.0,12.5,12.5,7,0.0,3,3.26,84,8.33,22.62
△藤田凌駕,a056a,NAR,89,0,89,7.87,10.11,17.98,24.72,57.3,0.605,71,0.0,5.63,5.63,17,0.0,1,1.12,89,7.87,17.98
平沢,01067,JRA,89,89,0,7.87,26.97,34.83,32.58,31.46,0.4571,0,0.0,0.0,0.0,0,0.0,11,12.36,0,0.0,0.0
ピーヒ,05661,JRA,87,87,0,4.6,27.59,32.18,42.53,17.24,0.4057,64,1.56,18.75,20.31,22,4.55,4,4.6,0,0.0,0.0
北沢,00691,JRA,85,85,0,8.24,11.76,20.0,31.76,48.24,0.566,0,0.0,0.0,0.0,0,0.0,9,10.59,0,0.0,0.0
▲小牧加,01196,JRA,82,82,0,2.44,30.49,32.93,40.24,31.71,0.4956,0,0.0,0.0,0.0,0,0.0,11,13.41,0,0.0,0.0
▲角田和,01186,JRA,80,80,0,15.0,22.5,37.5,25.0,28.75,0.3928,0,0.0,0.0,0.0,0,0.0,8,10.0,0,0.0,0.0
△佐々木志,a050e,NAR,79,0,79,21.52,13.92,35.44,30.38,36.71,0.5163,63,15.87,4.76,20.63,16,0.0,6,7.59,0,0.0,0.0
