jockey_name,jockey_id,category,rides_total,rides_jra,rides_nar,nige_rate,senko_rate,mae_iki_rate,chudan_rate,koho_rate,avg_pos1c_rel,ds_rides,ds_nige_rate,ds_senko_rate,ds_mae_iki_rate,ns_rides,ns_koho_rate,wins,win_rate,recent_rides,recent_nige_rate,recent_mae_iki_rate
北村友,01102,JRA,1672,1672,0,13.4,22.31,35.71,31.22,28.53,0.4312,779,1.67,11.04,12.71,439,1.14,167,9.99,537,13.59,39.29
加藤利征,a0032,NAR,1659,0,1659,6.87,9.22,16.09,26.04,59.01,0.6474,882,3.29,6.24,9.52,115,9.57,40,2.41,350,11.71,20.86
佐々木,01197,JRA,1658,1658,0,10.19,25.39,35.59,38.6,20.69,0.3983,1062,2.26,13.47,15.73,519,2.7,151,9.11,783,11.37,34.1
赤岡修次,05074,NAR,1638,0,1638,13.31,28.69,42.0,38.64,24.73,0.4354,508,0.79,17.72,18.5,477,5.24,460,28.08,445,13.48,43.82
小牧太,00894,JRA+NAR,1631,141,1490,12.63,23.85,36.48,38.75,29.25,0.4688,864,1.74,15.16,16.9,633,6.79,356,21.83,858,13.64,39.86
加茂飛翔,a04aa,NAR,1624,0,1624,11.64,18.35,29.99,28.94,43.29,0.5422,1220,4.02,13.36,17.38,347,5.76,115,7.08,696,10.49,29.17
佐原秀泰,05572,NAR,1615,0,1615,11.39,26.5,37.89,37.46,30.46,0.4779,568,1.58,20.25,21.83,272,3.68,156,9.66,285,10.88,40.35
富田,01168,JRA,1607,1607,0,10.33,22.46,32.79,32.55,29.99,0.4471,471,0.64,13.16,13.8,253,3.56,84,5.23,257,8.17,31.13
甲賀弘隆,a02e3,NAR,1602,0,1602,10.17,20.6,30.77,29.28,47.38,0.5714,851,2.82,16.33,19.15,182,4.95,70,4.37,549,9.65,32.42
酒井,01034,JRA,1597,1597,0,9.89,18.91,28.8,34.75,31.93,0.4572,722,0.69,7.89,8.59,249,0.0,70,4.38,394,7.11,24.11
鈴木太一,a0194,NAR,1588,0,1588,8.0,17.57,25.57,27.33,53.9,0.6175,854,1.64,13.23,14.87,202,8.42,101,6.36,463,7.34,25.27
古川吉,01015,JRA,1587,1587,0,7.81,15.25,23.06,31.19,42.91,0.5308,791,1.39,8.6,9.99,209,5.74,67,4.22,443,5.64,20.77
吉田晃浩,05301,NAR,1586,0,1586,12.48,32.22,44.7,32.28,33.8,0.4865,910,3.85,27.14,30.99,326,5.83,205,12.93,520,8.46,33.65
石橋脩,01077,JRA+NAR,1583,1575,8,10.61,24.07,34.68,29.63,30.64,0.4389,582,1.2,8.76,9.97,328,2.74,91,5.75,365,9.04,30.68
山田義貴,05654,NAR,1579,0,1579,10.58,19.44,30.02,30.97,42.05,0.544,1025,3.9,12.88,16.78,508,12.6,232,14.69,652,9.05,25.61
松岡,01085,JRA,1566,1566,0,8.81,21.14,29.95,32.69,31.16,0.4568,646,1.08,10.37,11.46,302,2.98,54,3.45,383,8.62,31.85
今野忠成,05230,NAR,1557,0,1557,5.07,12.33,17.41,34.87,47.27,0.5821,610,0.66,5.08,5.74,171,8.19,101,6.49,203,2.96,14.29
吉田隼,01095,JRA,1557,1557,0,6.94,20.87,27.81,34.17,31.73,0.4599,413,0.97,8.72,9.69,160,1.88,137,8.8,291,6.19,26.46
小松丈二,05587,NAR,1552,0,1552,5.48,12.5,17.98,26.22,57.73,0.6509,757,1.98,6.74,8.72,137,16.06,95,6.12,477,6.08,16.14
藤岡佑,01093,JRA,1550,1550,0,12.13,19.42,31.55,30.65,33.42,0.4702,577,1.56,9.53,11.09,321,1.87,172,11.1,294,10.2,26.53
吉田豊,00733,JRA+NAR,1549,1547,2,8.65,12.01,20.66,32.67,42.8,0.5249,723,0.28,5.39,5.67,216,1.39,70,4.52,361,8.31,22.16
Ｍデム,05212,JRA,1527,1527,0,6.09,18.4,24.49,35.04,35.69,0.4956,537,0.56,8.38,8.94,194,9.79,148,9.69,109,4.59,22.94
加藤誓二,a01b4,NAR,1511,0,1511,4.57,11.38,15.95,23.96,60.75,0.6586,805,1.99,8.07,10.06,89,1.12,41,2.71,473,3.38,14.8
西森将司,a0256,NAR,1510,0,1510,6.56,16.09,22.65,30.46,50.93,0.602,804,2.61,12.94,15.55,133,3.01,29,1.92,376,9.04,25.8
柴田大,01009,JRA,1499,1499,0,4.94,20.48,25.42,37.29,31.15,0.469,625,0.64,9.12,9.76,171,0.58,32,2.13,337,4.45,21.36
池添,01032,JRA,1479,1479,0,11.9,23.06,34.96,32.66,27.11,0.4263,511,0.59,9.59,10.18,343,4.08,141,9.53,357,9.8,31.93
大澤誠志,a023d,NAR,1474,0,1474,3.8,9.43,13.23,19.47,69.34,0.7077,823,0.85,5.71,6.56,76,9.21,26,1.76,389,4.11,14.4
丸田,01117,JRA,1461,1461,0,4.45,10.61,15.06,34.36,46.61,0.5622,713,0.98,4.91,5.89,108,2.78,43,2.94,318,4.4,15.41
山本聡紀,a02b0,NAR,1447,0,1447,10.16,26.68,36.83,29.99,36.63,0.499,807,1.73,12.27,14.0,383,1.04,126,8.71,909,11.22,41.25
関本玲花,a03fd,NAR,1447,0,1447,7.05,15.2,22.25,26.68,53.56,0.6141,1007,1.39,9.33,10.72,227,3.52,95,6.57,630,6.35,19.52
阪野学,05512,NAR,1425,0,1425,6.53,13.82,20.35,23.86,58.39,0.6421,855,1.29,5.96,7.25,148,8.11,88,6.18,497,5.43,13.08
杉原,01135,JRA,1412,1412,0,7.58,17.07,24.65,35.76,34.92,0.4874,643,1.24,9.33,10.58,187,0.53,61,4.32,345,8.12,25.51
高畑皓一,a0259,NAR,1403,0,1403,4.56,9.91,14.47,19.53,66.86,0.7019,793,1.13,6.31,7.44,95,6.32,32,2.28,444,4.95,13.96
渡瀬和幸,05338,NAR,1402,0,1402,7.77,17.33,25.11,28.6,48.57,0.5968,660,1.97,11.36,13.33,187,10.16,58,4.14,354,12.71,32.2
南郷家全,05183,NAR,1401,0,1401,7.0,13.99,20.99,25.7,55.82,0.6293,690,0.87,7.97,8.84,154,0.65,100,7.14,394,4.57,17.01
筒井勇介,05408,NAR,1399,0,1399,16.3,29.52,45.82,31.17,33.81,0.48,799,4.38,16.4,20.78,537,5.59,237,16.94,853,13.72,41.85
小杉亮,a025d,NAR,1375,0,1375,5.09,16.87,21.96,32.87,47.27,0.5801,783,0.38,10.47,10.86,160,2.5,75,5.45,474,3.38,17.3
保園翔也,05553,NAR,1369,0,1369,8.77,15.49,24.25,27.17,49.6,0.5842,549,0.91,8.38,9.29,146,8.22,103,7.52,339,13.27,29.5
魚住謙心,05604,NAR,1356,0,1356,7.6,18.22,25.81,28.91,53.39,0.6113,954,1.78,15.3,17.09,142,7.04,77,5.68,428,9.35,28.97
大山龍太,a0488,NAR,1349,0,1349,10.67,18.98,29.65,35.8,38.03,0.5251,756,1.06,11.38,12.43,311,6.75,125,9.27,392,9.95,30.61
亀井洋司,05371,NAR,1342,0,1342,6.18,15.42,21.61,29.66,52.91,0.6147,811,0.49,6.54,7.03,163,1.23,68,5.07,545,6.06,21.65
岡遼太郎,05610,NAR,1339,0,1339,10.46,21.88,32.34,28.83,42.27,0.5389,936,1.71,13.89,15.6,345,4.06,134,10.01,544,9.01,30.33
加藤翔馬,05655,NAR,1334,0,1334,18.37,23.91,42.28,24.89,39.21,0.5021,875,3.89,19.77,23.66,413,5.81,194,14.54,687,19.36,41.63
浜中,01115,JRA,1325,1325,0,8.0,21.58,29.58,36.45,28.45,0.4488,468,1.5,10.04,11.54,261,6.51,137,10.34,305,7.87,30.16
村松翔太,a0273,NAR,1312,0,1312,9.98,19.74,29.73,28.58,44.36,0.5592,585,4.79,13.33,18.12,170,3.53,73,5.56,163,7.98,23.93
田中学,05217,JRA+NAR,1307,5,1302,12.7,21.19,33.89,34.2,34.51,0.5018,0,0.0,0.0,0.0,0,0.0,227,17.37,0,0.0,0.0
宮川実,a0185,NAR,1303,0,1303,24.64,25.48,50.12,25.56,28.47,0.4228,374,1.6,17.11,18.72,382,4.71,378,29.01,253,19.76,40.71
深澤杏花,a0422,NAR,1299,0,1299,11.7,16.32,28.02,22.63,54.97,0.6107,1052,5.23,11.98,17.21,196,4.59,52,4.0,465,9.46,24.73
澤田龍哉,05452,NAR,1291,0,1291,8.6,19.6,28.2,28.58,45.62,0.5693,677,1.77,12.56,14.33,224,6.25,127,9.84,327,8.26,26.91
野中,01158,JRA,1250,1250,0,6.96,14.24,21.2,32.88,41.6,0.524,575,1.22,6.78,8.0,144,2.08,31,2.48,271,6.27,18.45
増田充宏,a01df,NAR,1248,0,1248,6.81,15.06,21.88,32.45,46.15,0.5741,632,0.95,8.7,9.65,131,3.82,68,5.45,306,4.58,20.26
向山牧,00410,NAR,1246,0,1246,12.28,25.2,37.48,26.32,46.95,0.5656,530,5.09,14.53,19.62,170,10.0,168,13.48,276,11.96,31.88
山田雄大,05584,NAR,1225,0,1225,7.18,16.82,24.0,30.53,48.16,0.5911,643,2.02,12.13,14.15,142,5.63,57,4.65,322,10.25,23.91
笠野雄大,a0235,NAR,1214,0,1214,11.61,17.96,29.57,29.65,42.59,0.5431,611,1.15,8.18,9.33,255,4.71,104,8.57,382,12.83,28.53
服部大地,a0199,NAR,1203,0,1203,5.15,11.47,16.63,22.53,66.33,0.6968,696,1.58,9.2,10.78,62,6.45,24,2.0,324,4.01,13.89
横山典,00660,JRA,1192,1192,0,7.21,18.37,25.59,28.69,41.28,0.5209,472,0.21,8.69,8.9,158,1.9,118,9.9,273,8.06,27.47
櫻井光輔,05563,NAR,1187,0,1187,9.1,19.12,28.22,32.27,40.19,0.5298,519,1.16,8.29,9.44,166,1.2,61,5.14,685,8.03,26.28
篠谷葵,05605,NAR,1185,0,1185,6.75,15.7,22.45,25.82,54.09,0.6098,717,1.12,8.37,9.48,178,8.43,82,6.92,348,7.76,25.86
藤岡康,01116,JRA,1182,1182,0,12.27,20.14,32.4,35.36,28.93,0.4389,118,1.69,10.17,11.86,92,1.09,107,9.05,0,0.0,0.0
黛,01109,JRA,1177,1177,0,4.16,13.51,17.67,34.66,43.93,0.5475,598,0.67,7.86,8.53,109,2.75,29,2.46,266,4.51,20.68
佐々木志,a050e,NAR,1176,0,1176,7.65,18.11,25.77,20.83,56.21,0.6257,910,2.75,8.46,11.21,216,5.56,80,6.8,955,7.75,26.07
葛山晃平,05300,NAR,1169,0,1169,10.01,16.68,26.69,28.06,52.27,0.6083,503,1.39,11.13,12.52,117,6.84,76,6.5,146,6.85,13.01
山口達弥,a01fb,NAR,1168,0,1168,6.76,14.73,21.49,24.06,57.45,0.6342,540,0.74,7.96,8.7,166,7.23,76,6.51,282,5.67,25.18
上田将司,a01ad,NAR,1162,0,1162,7.66,19.79,27.45,29.95,46.47,0.5676,329,0.61,13.68,14.29,89,5.62,68,5.85,397,7.05,25.94
武藤,01169,JRA,1160,1160,0,7.07,18.97,26.03,33.36,33.02,0.4744,478,0.63,7.32,7.95,184,1.63,48,4.14,299,7.02,28.76
国分優,01125,JRA,1137,1137,0,6.51,14.25,20.76,36.15,38.17,0.51,534,0.37,8.05,8.43,133,0.75,35,3.08,290,4.83,15.86
沖静男,a0034,NAR,1132,0,1132,8.48,15.02,23.5,25.97,56.71,0.6427,632,1.9,10.13,12.03,133,11.28,91,8.04,344,5.52,20.64
北村宏,01043,JRA,1129,1129,0,5.67,18.6,24.27,33.84,36.05,0.4872,489,0.82,9.41,10.22,173,2.89,52,4.61,175,4.57,23.43
井上俊彦,00837,NAR,1124,0,1124,3.83,13.88,17.7,34.16,52.67,0.6107,564,0.89,5.85,6.74,73,2.74,43,3.83,431,2.32,12.53
江田照,00689,JRA,1108,1108,0,11.37,14.08,25.45,31.95,37.55,0.4848,439,1.37,8.66,10.02,142,2.82,20,1.81,285,11.93,28.07
関本淳,05087,NAR,1108,0,1108,6.86,15.07,21.93,28.97,52.71,0.6098,323,0.31,8.05,8.36,86,0.0,71,6.41,0,0.0,0.0
米倉知,05296,NAR,1094,0,1094,6.58,23.03,29.62,34.92,43.6,0.5623,571,1.23,15.41,16.64,195,10.26,138,12.61,338,5.62,24.85
石本純也,a022d,NAR,1089,0,1089,5.6,9.55,15.15,18.09,68.96,0.6984,563,1.07,6.04,7.1,68,2.94,25,2.3,311,7.4,16.08
伊藤裕人,a0257,NAR,1083,0,1083,7.2,9.88,17.08,22.53,61.03,0.6596,526,0.95,5.51,6.46,80,5.0,43,3.97,285,3.16,12.28
平瀬城久,05332,NAR,1077,0,1077,9.38,20.98,30.36,28.41,49.21,0.5816,581,2.24,17.56,19.79,127,6.3,76,7.06,303,7.59,26.73
馬渕繁治,05088,NAR,1073,0,1073,11.18,18.83,30.01,24.42,53.22,0.6106,615,2.6,13.98,16.59,180,8.89,100,9.32,318,12.89,32.08
松本秀克,B0040,NAR,1066,0,1066,2.63,11.54,14.17,22.14,67.45,0.7199,0,0.0,0.0,0.0,0,0.0,64,6.0,290,4.83,17.93
松本剛志,a0162,NAR,1063,0,1063,11.29,25.49,36.78,32.93,41.77,0.5436,200,8.0,12.5,20.5,64,3.12,119,11.19,0,0.0,0.0
藤懸,01138,JRA,1057,1057,0,13.06,13.91,26.96,23.94,46.26,0.5357,491,0.81,5.3,6.11,166,1.2,42,3.97,269,7.81,20.45
新原周馬,05647,NAR,1052,0,1052,6.18,16.54,22.72,32.03,45.34,0.5633,801,0.87,9.11,9.99,208,1.44,73,6.94,462,6.28,22.73
菅原涼太,05612,NAR,1040,0,1040,13.85,18.37,32.21,30.1,37.21,0.4925,717,1.39,10.18,11.58,261,0.77,49,4.71,684,16.37,34.94
高野誠毅,a01ef,NAR,1036,0,1036,4.83,15.83,20.66,29.83,52.8,0.6138,474,0.21,10.97,11.18,60,0.0,27,2.61,189,2.65,14.29
国分恭,01124,JRA,1026,1026,0,7.6,14.33,21.93,29.04,44.54,0.5372,440,0.91,5.91,6.82,132,5.3,49,4.78,253,7.51,20.95
倉富隆一,05329,NAR,1025,0,1025,15.71,22.05,37.76,29.56,35.51,0.4912,277,5.05,13.72,18.77,102,5.88,118,11.51,0,0.0,0.0
川島正太,05444,NAR,1013,0,1013,10.86,24.68,35.54,27.15,39.49,0.5108,363,0.55,9.92,10.47,182,1.1,106,10.46,245,12.65,33.88
田口,01208,JRA,999,999,0,9.61,25.93,35.54,35.94,23.92,0.4095,668,1.65,12.57,14.22,310,1.29,44,4.4,709,9.17,33.99
吉本隆記,a0036,NAR,990,0,990,6.87,17.88,24.75,27.37,52.32,0.6095,297,2.02,6.73,8.75,66,1.52,59,5.96,125,6.4,21.6
山林堂信,a0105,NAR,989,0,989,7.48,13.75,21.23,28.82,50.56,0.6028,516,1.74,8.53,10.27,133,4.51,60,6.07,300,5.67,20.67
中山直樹,B0034,NAR,983,0,983,3.66,13.02,16.68,22.99,63.68,0.7028,0,0.0,0.0,0.0,0,0.0,58,5.9,221,2.71,12.22
小崎,01152,JRA,980,980,0,10.0,18.98,28.98,33.16,31.02,0.4552,484,1.24,10.33,11.57,192,0.52,37,3.78,325,11.69,32.0
小沢,01185,JRA,970,970,0,7.84,23.71,31.55,37.01,24.43,0.4157,559,0.36,11.81,12.16,248,0.81,39,4.02,562,8.19,32.74
塚本雄大,05600,NAR,965,0,965,11.19,24.66,35.85,38.45,30.36,0.4746,113,2.65,23.89,26.55,42,0.0,93,9.64,0,0.0,0.0
松本幸祐,a01d8,NAR,963,0,963,4.15,9.66,13.81,26.9,61.27,0.6807,421,0.71,7.13,7.84,41,7.32,12,1.25,0,0.0,0.0
吉留孝司,05397,NAR,956,0,956,7.95,14.12,22.07,29.18,50.84,0.5838,425,1.65,7.06,8.71,78,3.85,50,5.23,178,3.37,14.61
原,01184,JRA,948,948,0,8.02,14.87,22.89,35.02,36.71,0.4981,642,0.78,7.17,7.94,182,1.1,25,2.64,607,7.08,24.71
木村暁,a01d1,NAR,942,0,942,11.57,19.96,31.53,28.56,45.01,0.5516,0,0.0,0.0,0.0,0,0.0,92,9.77,0,0.0,0.0
▲阿部基嗣,a0515,NAR,937,0,937,9.07,12.7,21.77,26.89,53.9,0.609,813,2.46,10.33,12.79,122,0.82,25,2.67,188,10.64,22.87
東原悠善,a01d4,NAR,927,0,927,4.31,5.83,10.14,32.15,55.12,0.6286,454,0.44,2.64,3.08,70,10.0,34,3.67,248,5.65,10.48
川須,01128,JRA,918,918,0,6.1,18.52,24.62,39.87,30.28,0.4653,361,0.83,5.82,6.65,105,2.86,20,2.18,146,10.27,25.34
松田道明,B0019,NAR,913,0,913,12.05,23.55,35.6,32.09,38.55,0.5295,0,0.0,0.0,0.0,0,0.0,85,9.31,0,0.0,0.0
堀場裕充,05333,NAR,900,0,900,8.0,19.78,27.78,37.0,44.56,0.5658,238,0.42,11.34,11.76,66,6.06,90,10.0,0,0.0,0.0
★塩津璃菜,05669,NAR,896,0,896,5.69,16.63,22.32,30.47,48.77,0.5897,740,1.08,8.78,9.86,154,2.6,23,2.57,478,6.9,26.99
柿原翔,05435,NAR,891,0,891,4.6,9.54,14.14,16.16,69.81,0.7138,473,1.69,4.65,6.34,65,6.15,39,4.38,221,4.07,13.12
石川駿介,a021f,NAR,873,0,873,5.73,11.23,16.95,28.98,51.09,0.5887,525,0.19,3.62,3.81,105,1.9,36,4.12,263,7.98,20.53
田知弘久,a0205,NAR,870,0,870,10.46,24.37,34.83,31.84,42.3,0.55,263,1.52,17.11,18.63,76,3.95,69,7.93,159,8.81,29.56
見越彬央,a02c4,NAR,867,0,867,12.8,20.18,32.99,29.41,40.48,0.517,380,3.16,16.32,19.47,135,5.19,54,6.23,248,20.56,51.21
陶文峰,05382,NAR,864,0,864,6.71,14.12,20.83,34.95,48.03,0.5883,299,0.67,8.36,9.03,85,5.88,82,9.49,0,0.0,0.0
石崎駿,05352,NAR,862,0,862,4.29,9.4,13.69,20.65,65.55,0.6958,299,0.67,5.02,5.69,52,19.23,55,6.38,0,0.0,0.0
☆青海大樹,05658,NAR,860,0,860,4.77,15.12,19.88,24.53,57.09,0.6289,724,1.93,10.5,12.43,134,10.45,30,3.49,507,3.94,17.95
千田洋,a0277,NAR,855,0,855,6.67,12.98,19.65,31.46,48.42,0.5705,435,0.69,8.97,9.66,100,2.0,39,4.56,221,6.33,23.98
半澤慶実,a01f3,NAR,853,0,853,5.28,12.78,18.05,37.4,46.07,0.5824,445,1.57,8.76,10.34,73,12.33,32,3.75,229,4.37,17.03
横井将人,a016d,NAR,852,0,852,5.4,13.97,19.37,28.52,52.93,0.626,266,3.01,10.53,13.53,52,1.92,9,1.06,39,5.13,30.77
◇永島,01187,JRA,849,849,0,10.6,14.84,25.44,32.86,36.87,0.4954,634,0.63,6.78,7.41,196,0.51,38,4.48,325,13.23,28.0
板野央,05405,NAR,840,0,840,5.48,12.26,17.74,23.45,60.95,0.6623,415,0.96,6.51,7.47,52,13.46,36,4.29,109,5.5,13.76
兼子千央,05603,NAR,830,0,830,5.06,11.45,16.51,17.47,69.88,0.7139,714,2.24,8.12,10.36,85,8.24,31,3.73,310,5.16,13.87
加藤和博,05248,NAR,830,0,830,8.19,14.46,22.65,34.22,44.7,0.559,345,2.03,9.28,11.3,91,1.1,45,5.42,137,9.49,26.28
中越琉世,05555,NAR,828,0,828,5.43,8.94,14.37,22.1,64.25,0.6757,415,0.48,4.58,5.06,74,4.05,33,3.99,202,3.47,10.4
亀田,01176,JRA,828,828,0,7.49,16.3,23.79,35.63,33.09,0.465,467,1.07,6.85,7.92,154,0.0,42,5.07,296,10.81,24.32
七夕裕次,05611,NAR,825,0,825,7.03,13.58,20.61,29.94,50.91,0.6054,638,1.25,9.09,10.34,150,10.67,60,7.27,405,7.16,17.78
瀬川将輝,a02d8,NAR,825,0,825,4.97,11.15,16.12,24.61,57.7,0.631,375,0.0,4.0,4.0,37,2.7,24,2.91,199,2.51,16.08
▲加藤雄真,a056f,NAR,815,0,815,4.54,12.39,16.93,31.29,52.64,0.6054,691,0.58,8.1,8.68,118,4.24,27,3.31,384,5.73,20.57
☆小沢,01185,JRA,792,792,0,7.83,22.22,30.05,35.86,28.41,0.4505,320,1.25,15.94,17.19,136,1.47,35,4.42,0,0.0,0.0
★小笠原羚,a05dc,NAR,789,0,789,6.84,14.96,21.8,30.29,48.16,0.577,618,2.1,6.63,8.74,169,10.06,33,4.18,789,6.84,21.8
☆長尾翼玖,a048a,NAR,782,0,782,8.44,15.86,24.3,27.24,50.13,0.6014,307,0.98,10.42,11.4,71,5.63,35,4.48,0,0.0,0.0
中山蓮王,05656,NAR,778,0,778,4.63,16.84,21.47,30.46,50.26,0.6068,639,2.5,14.4,16.9,97,14.43,28,3.6,490,4.08,21.84
角田和,01186,JRA,778,778,0,11.05,24.16,35.22,36.25,22.37,0.4052,398,0.75,8.04,8.79,234,0.85,34,4.37,301,12.29,33.22
橋本直哉,a017d,NAR,777,0,777,10.04,18.4,28.44,27.67,46.46,0.5604,185,1.62,12.43,14.05,45,8.89,65,8.37,0,0.0,0.0
☆及川烈,05629,NAR,774,0,774,6.07,20.67,26.74,31.01,44.96,0.5638,615,2.11,11.87,13.98,157,4.46,48,6.2,427,5.85,27.4
仲野光馬,a02e6,NAR,772,0,772,7.12,13.34,20.47,30.31,51.42,0.6034,528,1.14,9.09,10.23,93,5.38,35,4.53,328,7.93,21.95
☆木間塚龍,05607,NAR,764,0,764,8.12,15.84,23.95,33.25,45.29,0.564,595,1.01,8.74,9.75,167,5.39,48,6.28,0,0.0,0.0
尾崎章生,a0035,NAR,760,0,760,2.89,7.11,10.0,21.97,68.29,0.7036,436,1.83,4.82,6.65,19,10.53,15,1.97,184,2.72,7.61
★河原田,01204,JRA,759,759,0,8.7,17.52,26.22,33.2,33.86,0.4758,532,1.13,9.77,10.9,136,0.0,14,1.84,260,6.92,20.77
▲石神道,01209,JRA,758,758,0,7.26,17.02,24.27,38.26,29.55,0.4575,584,0.68,8.9,9.59,146,0.68,24,3.17,411,8.03,24.82
古岡勇樹,05606,NAR,757,0,757,6.21,14.8,21.0,28.93,51.78,0.5985,575,1.22,7.3,8.52,132,4.55,39,5.15,228,5.26,21.05
☆山本屋太,05672,NAR,755,0,755,8.74,20.66,29.4,29.27,45.56,0.5753,593,2.19,13.66,15.85,156,5.13,48,6.36,228,6.58,29.82
長岡,01142,JRA,743,743,0,7.54,16.29,23.82,37.82,32.17,0.4723,413,1.21,9.2,10.41,128,1.56,34,4.58,220,9.09,26.36
高木健,05226,NAR,738,0,738,21.0,31.84,52.85,36.86,24.39,0.4259,503,10.54,26.44,36.98,215,3.26,73,9.89,389,22.88,51.41
岡村裕基,05272,NAR,735,0,735,3.67,14.29,17.96,29.8,52.79,0.6129,364,0.0,7.97,7.97,57,1.75,25,3.4,214,4.21,17.76
木間塚龍,05607,NAR,733,0,733,10.5,13.51,24.01,24.97,52.52,0.5854,544,1.65,7.72,9.38,144,6.94,27,3.68,543,10.68,24.31
太宰,01037,JRA,731,731,0,9.03,13.41,22.44,31.87,43.09,0.5359,310,0.65,5.81,6.45,103,4.85,20,2.74,185,8.11,24.32
★小林捺花,a04d6,NAR,724,0,724,10.91,16.85,27.76,34.53,38.54,0.5276,123,0.0,8.94,8.94,41,0.0,43,5.94,0,0.0,0.0
▲川端,01195,JRA,720,720,0,9.03,16.94,25.97,30.83,38.47,0.5045,403,1.49,10.67,12.16,120,3.33,13,1.81,170,8.82,22.94
江里口裕,a02ad,NAR,720,0,720,6.39,11.81,18.19,28.89,51.67,0.5907,372,1.08,3.49,4.57,90,3.33,28,3.89,185,6.49,21.08
臼井健太,05554,NAR,720,0,720,3.61,15.28,18.89,25.97,57.92,0.6426,359,0.0,7.52,7.52,79,3.8,14,1.94,178,3.37,21.91
▲若杉朝飛,05608,NAR,719,0,719,7.51,11.96,19.47,24.48,59.53,0.6418,402,1.24,5.22,6.47,71,1.41,13,1.81,246,4.88,13.01
福永,01014,JRA,717,717,0,7.67,23.57,31.24,41.0,22.18,0.4188,0,0.0,0.0,0.0,0,0.0,119,16.6,0,0.0,0.0
☆秋山稔,01181,JRA,707,707,0,11.46,15.84,27.3,27.16,41.58,0.5091,124,0.0,10.48,10.48,53,1.89,25,3.54,0,0.0,0.0
☆池谷匠翔,05599,NAR,699,0,699,7.73,13.3,21.03,27.18,50.79,0.5787,0,0.0,0.0,0.0,0,0.0,38,5.44,0,0.0,0.0
☆浅野皓大,a03ff,NAR,699,0,699,9.3,16.02,25.32,26.9,49.5,0.5786,0,0.0,0.0,0.0,0,0.0,43,6.15,0,0.0,0.0
嶋田,01134,JRA,699,699,0,7.73,18.74,26.47,34.76,32.9,0.4699,307,1.3,8.47,9.77,93,3.23,16,2.29,205,4.88,24.39
▲石田,01203,JRA,698,698,0,5.87,14.61,20.49,36.82,38.54,0.5156,534,0.56,7.87,8.43,106,2.83,22,3.15,348,6.61,18.97
☆塚本征吾,a0487,NAR,698,0,698,8.02,17.62,25.64,27.22,50.57,0.5963,0,0.0,0.0,0.0,0,0.0,49,7.02,0,0.0,0.0
☆細川智史,05602,NAR,693,0,693,7.22,10.1,17.32,29.58,55.27,0.6302,0,0.0,0.0,0.0,0,0.0,51,7.36,0,0.0,0.0
☆古岡勇樹,05606,NAR,691,0,691,8.25,15.34,23.59,28.22,49.06,0.5759,0,0.0,0.0,0.0,0,0.0,40,5.79,0,0.0,0.0
中井,01141,JRA,687,687,0,9.02,15.43,24.45,36.39,34.35,0.4836,319,0.31,7.84,8.15,105,0.0,22,3.2,204,8.82,21.57
☆佐々木志,a050e,NAR,684,0,684,8.48,16.81,25.29,27.34,50.29,0.5952,562,2.85,10.68,13.52,122,2.46,46,6.73,0,0.0,0.0
☆阿岸潤一,05653,NAR,680,0,680,6.03,14.56,20.59,24.26,57.79,0.6405,549,0.55,6.56,7.1,131,4.58,33,4.85,471,5.94,20.17
秋山稔,01181,JRA,678,678,0,11.8,24.34,36.14,31.86,27.58,0.4257,369,1.63,10.3,11.92,179,1.12,20,2.95,291,9.97,36.43
藤田弘治,05503,NAR,674,0,674,16.62,30.56,47.18,30.27,33.38,0.4827,0,0.0,0.0,0.0,0,0.0,117,17.36,0,0.0,0.0
岡田大,05348,NAR,673,0,673,8.02,18.72,26.75,28.53,46.21,0.5588,283,1.77,13.78,15.55,53,3.77,34,5.05,135,2.22,20.0
高橋哲也,a017e,NAR,673,0,673,6.09,15.9,21.99,29.42,50.22,0.5893,330,0.91,12.12,13.03,68,8.82,21,3.12,188,4.26,21.28
▲坂井瑛音,a056b,NAR,661,0,661,8.32,16.34,24.66,24.05,52.95,0.6047,529,0.95,10.96,11.91,132,6.06,31,4.69,176,13.64,36.93
☆佐野遥久,a0570,NAR,661,0,661,13.46,19.67,33.13,32.83,33.89,0.4792,453,1.99,12.36,14.35,207,5.31,40,6.05,624,13.46,32.85
☆鷹見陸,a04d4,NAR,656,0,656,9.91,19.66,29.57,30.79,38.26,0.5112,481,1.46,10.19,11.64,175,1.14,47,7.16,438,9.36,29.91
池谷匠翔,05599,NAR,655,0,655,5.8,10.99,16.79,32.06,50.99,0.5997,515,0.19,5.63,5.83,105,1.9,26,3.97,369,5.69,15.45
☆田口,01208,JRA,650,650,0,9.54,28.92,38.46,35.54,21.08,0.3923,455,1.76,16.7,18.46,194,1.03,34,5.23,0,0.0,0.0
◇藤田菜,01164,JRA,642,642,0,10.9,14.33,25.23,29.28,41.28,0.51,175,1.14,6.86,8.0,50,2.0,18,2.8,0,0.0,0.0
△谷内貫太,05650,NAR,637,0,637,6.91,10.52,17.43,24.49,56.04,0.6177,516,0.58,3.1,3.68,121,0.0,21,3.3,31,6.45,19.35
宮内勇樹,a050d,NAR,636,0,636,14.62,18.24,32.86,31.92,38.21,0.5009,443,2.48,10.16,12.64,192,2.6,57,8.96,564,15.07,34.22
